country,lead_time,parking_spaces,hotel,y_pred,y_pred_proba,timestamp
GBR,115,0,City Hotel,0,0.1657813292112621,2017-06-22
ROU,292,0,Resort Hotel,0,0.0035477966974192853,2017-06-22
GBR,115,0,City Hotel,0,0.1657813292112621,2017-06-22
DEU,126,0,City Hotel,0,0.03471863166360978,2017-06-22
DEU,126,0,City Hotel,0,0.03471863166360978,2017-06-22
GBR,56,0,City Hotel,0,0.2364705639248144,2017-06-22
IRL,56,0,City Hotel,0,0.12668676418418115,2017-06-22
SWE,307,0,City Hotel,0,0.023702085814731263,2017-06-22
GBR,168,0,City Hotel,0,0.0709287698255948,2017-06-22
DEU,126,0,City Hotel,0,0.03471863166360978,2017-06-22
PRT,221,0,City Hotel,1,0.510725324666734,2017-06-22
PRT,221,0,City Hotel,1,0.510725324666734,2017-06-22
PRT,221,0,City Hotel,1,0.510725324666734,2017-06-22
USA,55,0,City Hotel,0,0.33416413304146486,2017-06-22
GBR,222,0,Resort Hotel,0,0.029827898162342666,2017-06-22
DEU,6,0,City Hotel,0,0.161573744399027,2017-06-22
GBR,39,0,City Hotel,0,0.257105370610523,2017-06-22
NOR,55,0,City Hotel,0,0.05573446913570509,2017-06-22
NOR,55,0,City Hotel,0,0.05573446913570509,2017-06-22
GBR,222,0,Resort Hotel,0,0.029827898162342666,2017-06-22
GBR,199,0,City Hotel,0,0.0709287698255948,2017-06-22
DEU,126,0,City Hotel,0,0.03471863166360978,2017-06-22
GBR,322,0,Resort Hotel,0,0.023308489909845753,2017-06-22
GBR,0,1,Resort Hotel,0,0.004141754965629651,2017-06-22
LUX,129,1,Resort Hotel,0,0.0019087117055529572,2017-06-22
FRA,0,0,City Hotel,0,0.3533589140065247,2017-06-22
BEL,184,0,City Hotel,0,0.021705456271351797,2017-06-22
GBR,16,1,Resort Hotel,0,0.003298703648187859,2017-06-22
BEL,184,0,City Hotel,0,0.021705456271351797,2017-06-22
PRT,34,1,City Hotel,0,0.008005776414290523,2017-06-22
PRT,236,1,Resort Hotel,0,0.001340664499588824,2017-06-22
FRA,198,0,City Hotel,0,0.0924709429468493,2017-06-22
PRT,288,0,Resort Hotel,0,0.2565119422464943,2017-06-22
FRA,8,0,City Hotel,0,0.26489270364197043,2017-06-22
NLD,2,0,Resort Hotel,0,0.07099819611194665,2017-06-22
GBR,91,0,Resort Hotel,0,0.03819242643154838,2017-06-22
DEU,159,0,City Hotel,0,0.03919863898531555,2017-06-22
ISR,263,0,City Hotel,0,0.022591485362255036,2017-06-22
SWE,43,0,City Hotel,0,0.14395388156016942,2017-06-22
AUS,54,0,City Hotel,0,0.05969302126539266,2017-06-22
SWE,274,0,City Hotel,0,0.014624161145671458,2017-06-22
PRT,3,0,City Hotel,1,0.7613576596355415,2017-06-22
GBR,45,0,Resort Hotel,0,0.07466011589811253,2017-06-22
ITA,154,0,City Hotel,0,0.0772552086206244,2017-06-22
PRT,55,0,Resort Hotel,1,0.581851262287124,2017-06-22
SWE,0,0,Resort Hotel,0,0.09275894923886882,2017-06-22
SWE,0,1,Resort Hotel,0,0.004378993988793515,2017-06-22
NZL,46,0,City Hotel,1,0.6698439606009398,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
GBR,49,0,City Hotel,0,0.2364705639248144,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
PRT,4,1,City Hotel,0,0.009422369381661092,2017-06-22
DEU,0,0,City Hotel,0,0.20950825009107177,2017-06-22
DEU,4,0,City Hotel,0,0.17791745480674614,2017-06-22
GBR,289,0,Resort Hotel,0,0.023308489909845753,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
GBR,326,0,Resort Hotel,0,0.023308489909845753,2017-06-22
GBR,326,0,Resort Hotel,0,0.023308489909845753,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
PRT,42,0,City Hotel,1,0.6810845009031028,2017-06-22
IRL,163,0,City Hotel,0,0.03687209034523427,2017-06-22
IRL,163,0,City Hotel,0,0.03687209034523427,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
BEL,124,0,City Hotel,0,0.03193867865917044,2017-06-22
PRT,263,0,City Hotel,0,0.1823977419555155,2017-06-22
IRL,221,0,City Hotel,0,0.026310113331352025,2017-06-22
USA,44,0,Resort Hotel,0,0.146192319940993,2017-06-23
DEU,295,0,City Hotel,0,0.017318485212676638,2017-06-23
DEU,172,0,City Hotel,0,0.02361643549576232,2017-06-23
PRT,4,0,City Hotel,1,0.7294953430180765,2017-06-23
USA,121,0,City Hotel,0,0.16236443183989516,2017-06-23
PRT,37,1,Resort Hotel,0,0.005692483749685758,2017-06-23
PRT,4,0,City Hotel,1,0.7294953430180765,2017-06-23
GBR,170,0,City Hotel,0,0.0709287698255948,2017-06-23
DEU,1,0,City Hotel,0,0.42562540493648404,2017-06-23
PRT,93,0,Resort Hotel,1,0.6009646039954705,2017-06-23
PRT,121,0,Resort Hotel,1,0.5009440970575589,2017-06-23
CN,259,0,Resort Hotel,0,0.002176772707026018,2017-06-23
USA,207,0,City Hotel,0,0.09935878130843716,2017-06-23
ITA,41,0,City Hotel,0,0.22962329131655243,2017-06-23
DEU,172,0,City Hotel,0,0.02361643549576232,2017-06-23
GBR,186,0,Resort Hotel,0,0.025174959896433556,2017-06-23
USA,207,0,City Hotel,0,0.09935878130843716,2017-06-23
DNK,178,0,City Hotel,0,0.0668575000194185,2017-06-23
IRL,325,0,Resort Hotel,0,0.01036388552052174,2017-06-23
PRT,255,0,Resort Hotel,0,0.1741752148731526,2017-06-23
ESP,278,0,City Hotel,0,0.010658793890194567,2017-06-23
GBR,318,0,Resort Hotel,0,0.023308489909845753,2017-06-23
USA,177,0,City Hotel,0,0.09935878130843716,2017-06-23
CN,47,0,City Hotel,0,0.04537693205207188,2017-06-23
TWN,107,0,City Hotel,0,0.10658833503805691,2017-06-23
USA,130,0,City Hotel,0,0.16236443183989516,2017-06-23
USA,177,0,City Hotel,0,0.09935878130843716,2017-06-23
DEU,240,0,City Hotel,0,0.010658793890194567,2017-06-23
DEU,240,0,City Hotel,0,0.010658793890194567,2017-06-23
ESP,282,0,Resort Hotel,0,0.008659612009054008,2017-06-23
ESP,282,0,Resort Hotel,0,0.008659612009054008,2017-06-23
GBR,282,0,Resort Hotel,0,0.014379092661960037,2017-06-23
NOR,232,0,Resort Hotel,0,0.0064881424460677475,2017-06-23
PRT,274,1,Resort Hotel,0,0.001340664499588824,2017-06-23
PRT,272,0,Resort Hotel,0,0.1741752148731526,2017-06-23
HUN,0,0,Resort Hotel,0,0.0688601434678376,2017-06-23
PRT,124,1,Resort Hotel,0,0.005006726994990006,2017-06-23
IRL,326,0,Resort Hotel,0,0.01036388552052174,2017-06-23
DEU,46,0,City Hotel,0,0.13389259009391052,2017-06-23
PRT,11,0,City Hotel,1,0.7059967484226786,2017-06-23
FRA,125,0,City Hotel,0,0.13157986062002142,2017-06-23
FRA,125,0,City Hotel,0,0.13157986062002142,2017-06-23
NZL,136,0,City Hotel,1,0.5502222633736793,2017-06-23
USA,37,0,City Hotel,0,0.33416413304146486,2017-06-23
GBR,279,0,Resort Hotel,0,0.014379092661960037,2017-06-23
AUS,105,1,Resort Hotel,0,0.0006155690603954292,2017-06-23
PRT,308,1,Resort Hotel,0,0.002191216130039454,2017-06-23
BEL,63,0,City Hotel,0,0.10921146949946627,2017-06-23
GBR,244,0,Resort Hotel,0,0.014379092661960037,2017-06-23
FRA,136,0,City Hotel,0,0.13157986062002142,2017-06-23
GBR,249,0,Resort Hotel,0,0.014379092661960037,2017-06-23
ESP,299,0,Resort Hotel,0,0.014087987006563617,2017-06-23
GBR,282,0,Resort Hotel,0,0.014379092661960037,2017-06-23
AUT,223,0,City Hotel,0,0.008957326196962996,2017-06-23
AUT,223,0,City Hotel,0,0.008957326196962996,2017-06-23
GBR,46,0,Resort Hotel,0,0.07466011589811253,2017-06-23
GBR,46,0,Resort Hotel,0,0.07466011589811253,2017-06-23
GBR,158,0,City Hotel,0,0.11408044204856682,2017-06-23
PRT,314,1,Resort Hotel,0,0.002191216130039454,2017-06-23
PRT,282,0,Resort Hotel,0,0.1741752148731526,2017-06-23
ESP,282,0,Resort Hotel,0,0.008659612009054008,2017-06-23
FRA,125,0,City Hotel,0,0.13157986062002142,2017-06-23
DEU,54,0,City Hotel,0,0.13389259009391052,2017-06-23
ESP,282,0,Resort Hotel,0,0.008659612009054008,2017-06-23
PRT,2,0,Resort Hotel,1,0.6444032368520228,2017-06-23
PRT,80,0,Resort Hotel,1,0.51978203680341,2017-06-23
DNK,300,0,City Hotel,0,0.04436889718864124,2017-06-23
DNK,300,0,City Hotel,0,0.04436889718864124,2017-06-23
DNK,265,0,City Hotel,0,0.027599324938548712,2017-06-23
DNK,265,0,City Hotel,0,0.027599324938548712,2017-06-23
ESP,12,0,Resort Hotel,0,0.0842528573625963,2017-06-23
PRT,4,0,Resort Hotel,1,0.620633999200891,2017-06-23
FIN,19,1,Resort Hotel,0,0.0015697658616785888,2017-06-23
PRT,265,0,City Hotel,0,0.1823977419555155,2017-06-23
PRT,265,0,City Hotel,0,0.1823977419555155,2017-06-23
GBR,326,0,Resort Hotel,0,0.023308489909845753,2017-06-23
ESP,15,0,Resort Hotel,0,0.08059571331767551,2017-06-23
ESP,21,0,Resort Hotel,0,0.08059571331767551,2017-06-23
ESP,112,1,Resort Hotel,0,0.0013263078903012543,2017-06-23
USA,19,0,Resort Hotel,0,0.15500333572659888,2017-06-23
USA,149,0,City Hotel,0,0.18024001127028508,2017-06-23
PRT,27,0,Resort Hotel,1,0.5985133536906496,2017-06-23
ESP,224,0,Resort Hotel,0,0.022814775837452988,2017-06-23
PRT,10,1,Resort Hotel,0,0.0061562449796288,2017-06-23
SWE,118,0,City Hotel,0,0.09359170054355016,2017-06-23
IRL,4,0,City Hotel,0,0.1688040819448363,2017-06-23
BRA,15,0,City Hotel,0,0.45588322838751566,2017-06-23
USA,149,0,City Hotel,0,0.18024001127028508,2017-06-23
USA,149,0,City Hotel,0,0.18024001127028508,2017-06-23
USA,149,0,City Hotel,0,0.18024001127028508,2017-06-23
USA,149,0,City Hotel,0,0.18024001127028508,2017-06-23
USA,149,0,City Hotel,0,0.18024001127028508,2017-06-23
PRT,149,0,City Hotel,1,0.6360304992948599,2017-06-23
PRT,149,0,City Hotel,1,0.6360304992948599,2017-06-23
ITA,149,0,City Hotel,0,0.0772552086206244,2017-06-23
IRL,326,0,Resort Hotel,0,0.01036388552052174,2017-06-23
PRT,149,0,City Hotel,1,0.6360304992948599,2017-06-23
PRT,149,0,City Hotel,1,0.6360304992948599,2017-06-23
PRT,149,0,City Hotel,1,0.6360304992948599,2017-06-23
GBR,1,1,Resort Hotel,0,0.00895832027232907,2017-06-23
GBR,119,0,City Hotel,0,0.19132079595476914,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
GBR,47,0,Resort Hotel,0,0.07466011589811253,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,249,0,City Hotel,0,0.010658793890194567,2017-06-24
GBR,119,0,City Hotel,0,0.19132079595476914,2017-06-24
GBR,324,0,Resort Hotel,0,0.023308489909845753,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
GBR,248,0,Resort Hotel,0,0.014379092661960037,2017-06-24
GBR,324,0,Resort Hotel,0,0.023308489909845753,2017-06-24
GBR,166,0,Resort Hotel,0,0.025174959896433556,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
GBR,62,0,City Hotel,0,0.2364705639248144,2017-06-24
GBR,317,0,Resort Hotel,0,0.023308489909845753,2017-06-24
FRA,157,0,City Hotel,0,0.14665961389155507,2017-06-24
GBR,315,0,Resort Hotel,0,0.023308489909845753,2017-06-24
PRT,328,1,Resort Hotel,0,0.002191216130039454,2017-06-24
GBR,299,0,Resort Hotel,0,0.023308489909845753,2017-06-24
GBR,347,0,Resort Hotel,0,0.023308489909845753,2017-06-24
GBR,152,0,Resort Hotel,0,0.029145694938298283,2017-06-24
DEU,162,0,City Hotel,0,0.03919863898531555,2017-06-24
ISR,188,0,City Hotel,0,0.04933208022071,2017-06-24
PRT,6,1,Resort Hotel,0,0.0061562449796288,2017-06-24
SWE,112,0,City Hotel,0,0.06919457951453163,2017-06-24
GBR,186,0,City Hotel,0,0.0709287698255948,2017-06-24
BRA,97,0,City Hotel,0,0.28034369349274557,2017-06-24
FRA,25,0,City Hotel,0,0.2779955930516886,2017-06-24
GBR,348,0,City Hotel,0,0.06589943123296753,2017-06-24
GBR,307,0,Resort Hotel,0,0.023308489909845753,2017-06-24
GBR,327,0,Resort Hotel,0,0.023308489909845753,2017-06-24
IRL,327,0,Resort Hotel,0,0.01036388552052174,2017-06-24
MEX,31,0,City Hotel,1,0.5222848447853495,2017-06-24
GBR,20,0,Resort Hotel,0,0.07568013126012148,2017-06-24
GBR,208,0,City Hotel,0,0.08331536941038942,2017-06-24
SWE,112,0,City Hotel,0,0.06919457951453163,2017-06-24
GBR,162,0,City Hotel,0,0.11408044204856682,2017-06-24
GBR,332,0,Resort Hotel,0,0.023308489909845753,2017-06-24
PRT,0,1,Resort Hotel,0,0.007123345744162655,2017-06-24
NLD,1,0,City Hotel,0,0.38721885372814546,2017-06-24
JOR,0,0,Resort Hotel,0,0.08884914126903413,2017-06-24
PRT,5,0,Resort Hotel,1,0.6100773219243502,2017-06-24
CHE,119,0,City Hotel,0,0.2480067156928884,2017-06-24
PRT,4,0,City Hotel,1,0.7294953430180765,2017-06-24
PRT,2,0,Resort Hotel,1,0.6444032368520228,2017-06-24
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-06-24
CHE,119,0,City Hotel,0,0.2480067156928884,2017-06-24
PRT,2,0,Resort Hotel,1,0.6444032368520228,2017-06-24
PRT,1,1,Resort Hotel,0,0.010662235813697763,2017-06-24
IRL,120,0,City Hotel,0,0.06571466825463644,2017-06-24
DEU,164,0,City Hotel,0,0.03919863898531555,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
GBR,198,0,City Hotel,0,0.0709287698255948,2017-06-24
ZAF,1,0,City Hotel,1,0.8588773701832383,2017-06-24
ESP,115,1,Resort Hotel,0,0.0015055612458455933,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
CHE,124,0,City Hotel,0,0.13663072374606772,2017-06-24
BEL,396,0,City Hotel,0,0.015908815951341627,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
GBR,311,0,City Hotel,0,0.06589943123296753,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,23,0,City Hotel,0,0.13560325690239586,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
GBR,5,0,City Hotel,0,0.2606740608812867,2017-06-24
BRA,55,0,City Hotel,0,0.4388515980072245,2017-06-24
BRA,40,0,City Hotel,0,0.4388515980072245,2017-06-24
PRT,17,0,City Hotel,1,0.6958593123650985,2017-06-24
BRA,53,0,City Hotel,0,0.4388515980072245,2017-06-24
FRA,51,0,City Hotel,0,0.27506021935924946,2017-06-24
ITA,0,0,City Hotel,0,0.34930096086359497,2017-06-24
GBR,62,0,City Hotel,0,0.2364705639248144,2017-06-24
BRA,55,0,City Hotel,0,0.4388515980072245,2017-06-24
GBR,8,0,City Hotel,0,0.2606740608812867,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,6,0,Resort Hotel,1,0.6100773219243502,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
FRA,13,0,City Hotel,0,0.2779955930516886,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
PRT,396,0,City Hotel,0,0.26736303046374077,2017-06-24
DEU,396,0,City Hotel,0,0.017318485212676638,2017-06-24
SWE,3,0,City Hotel,0,0.19893944521372653,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
SGP,30,0,City Hotel,1,0.7989860920263717,2017-06-25
PRT,12,0,Resort Hotel,1,0.6100773219243502,2017-06-25
PRT,12,1,Resort Hotel,0,0.0061562449796288,2017-06-25
ESP,123,1,Resort Hotel,0,0.0010764165595035227,2017-06-25
ITA,129,0,City Hotel,0,0.06873688800420928,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
IRL,12,0,Resort Hotel,0,0.06316935500808633,2017-06-25
GBR,335,0,Resort Hotel,0,0.023308489909845753,2017-06-25
PRT,48,0,Resort Hotel,1,0.581851262287124,2017-06-25
ESP,103,1,City Hotel,0,0.002178183053288161,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
FRA,24,0,City Hotel,0,0.2779955930516886,2017-06-25
AUT,66,0,City Hotel,0,0.03947440501836839,2017-06-25
FRA,24,0,City Hotel,0,0.2779955930516886,2017-06-25
SWE,24,0,City Hotel,0,0.14577146024503107,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CHE,1,1,Resort Hotel,0,0.01038244043812326,2017-06-25
DEU,124,0,City Hotel,0,0.03471863166360978,2017-06-25
GBR,98,0,City Hotel,0,0.1455385614544664,2017-06-25
GBR,98,0,City Hotel,0,0.1455385614544664,2017-06-25
PRT,4,1,Resort Hotel,0,0.00624326854610895,2017-06-25
ITA,169,0,City Hotel,0,0.04728938657490366,2017-06-25
FRA,26,0,City Hotel,0,0.2779955930516886,2017-06-25
CHE,62,0,City Hotel,0,0.30766083111555304,2017-06-25
DEU,49,0,City Hotel,0,0.13389259009391052,2017-06-25
PRT,12,1,Resort Hotel,0,0.0061562449796288,2017-06-25
ITA,169,0,City Hotel,0,0.04728938657490366,2017-06-25
GBR,127,0,City Hotel,0,0.10195031435959266,2017-06-25
FRA,105,0,City Hotel,0,0.18937229866791463,2017-06-25
AUT,2,0,City Hotel,0,0.07877574789839618,2017-06-25
AGO,2,0,City Hotel,1,0.9334737336086198,2017-06-25
PRT,4,0,City Hotel,1,0.7294953430180765,2017-06-25
PRT,113,0,City Hotel,1,0.6980161011992432,2017-06-25
PRT,3,0,City Hotel,1,0.7613576596355415,2017-06-25
PRT,0,0,City Hotel,1,0.7712137568081386,2017-06-25
NLD,114,0,City Hotel,0,0.04710095108334863,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
GBR,175,0,City Hotel,0,0.0709287698255948,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
FRA,53,0,City Hotel,0,0.27506021935924946,2017-06-25
AUT,30,0,City Hotel,0,0.04601677241517309,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
DEU,207,0,City Hotel,0,0.02361643549576232,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
FRA,24,0,City Hotel,0,0.2779955930516886,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
PRT,104,1,Resort Hotel,0,0.005998674557636289,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
POL,24,0,City Hotel,0,0.13560325690239586,2017-06-25
CN,251,0,Resort Hotel,0,0.002176772707026018,2017-06-25
GBR,110,0,Resort Hotel,0,0.03819242643154838,2017-06-25
GBR,271,0,Resort Hotel,0,0.014379092661960037,2017-06-25
PRT,205,3,Resort Hotel,0,0.004807320525869452,2017-06-25
GBR,310,0,Resort Hotel,0,0.023308489909845753,2017-06-25
IRL,80,0,City Hotel,0,0.088887058946935,2017-06-25
NLD,351,0,City Hotel,0,0.013646965704968962,2017-06-25
ESP,104,0,City Hotel,0,0.052541715557134015,2017-06-25
POL,54,0,City Hotel,0,0.13389259009391052,2017-06-25
GBR,128,0,Resort Hotel,0,0.025783804375582694,2017-06-25
PRT,178,1,Resort Hotel,0,0.004807320525869452,2017-06-25
ROU,178,1,Resort Hotel,0,0.0005757372885934925,2017-06-25
NLD,171,0,Resort Hotel,0,0.010942082574103739,2017-06-25
GBR,48,0,Resort Hotel,0,0.07466011589811253,2017-06-25
GBR,342,0,Resort Hotel,0,0.023308489909845753,2017-06-25
GBR,342,0,Resort Hotel,0,0.023308489909845753,2017-06-25
SRB,114,0,City Hotel,0,0.11929459194706771,2017-06-25
FRA,19,0,City Hotel,0,0.2779955930516886,2017-06-25
PRT,3,0,City Hotel,1,0.7613576596355415,2017-06-25
GBR,327,0,Resort Hotel,0,0.023308489909845753,2017-06-25
GBR,114,0,City Hotel,0,0.16204584559740703,2017-06-25
BEL,49,0,City Hotel,0,0.12419337129906698,2017-06-25
GBR,166,0,City Hotel,0,0.0709287698255948,2017-06-25
BEL,168,0,City Hotel,0,0.021705456271351797,2017-06-25
USA,108,0,City Hotel,0,0.22530223329847962,2017-06-25
IRL,162,0,City Hotel,0,0.03687209034523427,2017-06-25
GBR,265,0,Resort Hotel,0,0.014379092661960037,2017-06-25
SWE,128,0,City Hotel,0,0.04720782034138223,2017-06-25
LUX,164,0,City Hotel,0,0.3648292710279459,2017-06-25
ESP,104,0,City Hotel,0,0.052541715557134015,2017-06-25
FRA,143,0,City Hotel,0,0.14665961389155507,2017-06-25
CHE,122,0,City Hotel,0,0.13663072374606772,2017-06-25
SWE,48,0,City Hotel,0,0.14395388156016942,2017-06-25
GBR,97,0,City Hotel,0,0.1455385614544664,2017-06-25
GBR,99,0,City Hotel,0,0.1455385614544664,2017-06-25
IRL,0,0,City Hotel,0,0.2327282306690082,2017-06-25
USA,72,0,City Hotel,0,0.2642920058067466,2017-06-25
PER,24,0,City Hotel,0,0.24075363145764586,2017-06-25
FRA,25,0,City Hotel,0,0.2779955930516886,2017-06-26
PRT,13,1,Resort Hotel,0,0.006007771481601029,2017-06-26
ESP,5,0,City Hotel,0,0.161573744399027,2017-06-26
PRT,0,0,City Hotel,1,0.7712137568081386,2017-06-26
JPN,31,0,City Hotel,0,0.06041616560528804,2017-06-26
FRA,164,0,City Hotel,0,0.14665961389155507,2017-06-26
ISR,31,0,City Hotel,0,0.24024589336021443,2017-06-26
PRT,25,0,City Hotel,1,0.6958593123650985,2017-06-26
GBR,7,0,City Hotel,0,0.2606740608812867,2017-06-26
ESP,25,0,City Hotel,0,0.13560325690239586,2017-06-26
GBR,7,0,City Hotel,0,0.2606740608812867,2017-06-26
USA,22,0,City Hotel,0,0.3496645607355627,2017-06-26
PRT,0,0,City Hotel,1,0.7712137568081386,2017-06-26
PAK,25,0,City Hotel,1,0.9328105918501716,2017-06-26
ESP,0,0,City Hotel,0,0.2829357079919681,2017-06-26
PRT,1,1,Resort Hotel,0,0.010662235813697763,2017-06-26
ARE,2,0,Resort Hotel,1,0.7866737890747185,2017-06-26
ARE,2,0,Resort Hotel,1,0.7866737890747185,2017-06-26
ESP,1,0,City Hotel,0,0.42562540493648404,2017-06-26
GBR,29,0,City Hotel,0,0.2599178338323412,2017-06-26
GBR,105,0,City Hotel,0,0.1455385614544664,2017-06-26
JPN,31,0,City Hotel,0,0.06041616560528804,2017-06-26
PRT,27,1,City Hotel,0,0.008448101114112878,2017-06-26
PRT,1,0,City Hotel,1,0.8422956635560859,2017-06-26
CN,231,0,City Hotel,0,0.008957326196962996,2017-06-26
DEU,42,0,City Hotel,0,0.13389259009391052,2017-06-26
