country,lead_time,parking_spaces,hotel,y_pred,y_pred_proba,is_canceled,timestamp
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
ITA,16,0,City Hotel,0,0.23222910491781568,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
ESP,25,1,Resort Hotel,0,0.003786889694699465,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
NLD,12,0,City Hotel,0,0.11446506136236724,0,2016-07-29
DEU,1,0,Resort Hotel,0,0.2429804982339174,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
RUS,0,0,Resort Hotel,0,0.408228367550289,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,166,0,City Hotel,0,0.02361643549576232,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
PRT,1,1,City Hotel,0,0.017716829303227107,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
PRT,3,1,City Hotel,0,0.01065897899809133,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
ITA,198,0,City Hotel,0,0.04728938657490366,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
CN,58,0,Resort Hotel,0,0.01908732357389217,0,2016-07-29
BIH,301,0,City Hotel,0,0.036529963451349644,0,2016-07-29
PRT,152,0,Resort Hotel,1,0.5324029945611779,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
PRT,301,0,City Hotel,0,0.26736303046374077,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
PRT,9,1,City Hotel,0,0.008656358662245017,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
ROU,301,0,City Hotel,0,0.005958405827183612,0,2016-07-29
NLD,144,1,City Hotel,0,0.001990915607436391,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
ROU,301,0,City Hotel,0,0.005958405827183612,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
NLD,144,0,City Hotel,0,0.03103502200222029,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
PRT,150,0,Resort Hotel,1,0.5324029945611779,0,2016-07-29
PRT,17,1,Resort Hotel,0,0.006007771481601029,0,2016-07-29
ITA,144,0,City Hotel,0,0.0772552086206244,1,2016-07-29
CN,136,1,Resort Hotel,0,0.000454756888015932,0,2016-07-29
NOR,145,0,Resort Hotel,0,0.006336263745836584,0,2016-07-29
NOR,158,0,Resort Hotel,0,0.006336263745836584,0,2016-07-29
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-07-29
IRL,194,0,Resort Hotel,0,0.014169228808458242,0,2016-07-29
FRA,152,0,City Hotel,0,0.14665961389155507,0,2016-07-29
LUX,191,1,Resort Hotel,0,0.0018324648501133823,0,2016-07-29
USA,1,0,Resort Hotel,0,0.2650758728370197,0,2016-07-29
USA,1,0,Resort Hotel,0,0.2650758728370197,0,2016-07-29
IRL,250,0,Resort Hotel,0,0.006361220564844906,0,2016-07-29
PRT,112,0,Resort Hotel,1,0.6009646039954705,0,2016-07-29
NOR,145,0,Resort Hotel,0,0.006336263745836584,0,2016-07-29
PRT,37,0,Resort Hotel,1,0.581851262287124,0,2016-07-29
PRT,112,0,Resort Hotel,1,0.6009646039954705,0,2016-07-29
DEU,301,0,City Hotel,0,0.017318485212676638,0,2016-07-29
ITA,146,0,City Hotel,0,0.0772552086206244,0,2016-07-29
GBR,1,1,Resort Hotel,0,0.00895832027232907,0,2016-07-29
PRT,1,1,City Hotel,0,0.017716829303227107,0,2016-07-29
PRT,114,0,City Hotel,1,0.724084745329416,0,2016-07-29
FRA,0,0,City Hotel,0,0.3533589140065247,0,2016-07-29
FRA,114,0,City Hotel,0,0.2096315474932912,0,2016-07-29
SGP,26,0,Resort Hotel,1,0.5964840152614614,0,2016-07-29
SWE,41,0,Resort Hotel,0,0.06325026179597709,0,2016-07-29
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-07-29
PRT,161,1,Resort Hotel,0,0.005675324331303668,0,2016-07-29
PRT,167,0,City Hotel,0,0.4671795260045603,0,2016-07-29
DEU,2,0,City Hotel,0,0.20384280937107063,0,2016-07-29
ESP,4,0,Resort Hotel,0,0.1012016046262144,0,2016-07-29
PRT,12,0,City Hotel,1,0.7059967484226786,0,2016-07-29
GBR,4,0,Resort Hotel,0,0.07914564766727793,0,2016-07-29
PRT,175,0,Resort Hotel,0,0.4532357020042472,0,2016-07-29
DEU,37,0,Resort Hotel,0,0.07364238728009831,0,2016-07-29
NOR,3,0,Resort Hotel,0,0.036510278194057014,0,2016-07-29
PRT,194,1,Resort Hotel,0,0.004807320525869452,0,2016-07-29
AUS,24,0,Resort Hotel,0,0.025694072176224665,0,2016-07-29
DEU,166,0,City Hotel,0,0.02361643549576232,0,2016-07-29
PRT,12,1,Resort Hotel,0,0.0061562449796288,0,2016-07-29
PRT,1,1,Resort Hotel,0,0.010662235813697763,0,2016-07-29
GBR,194,0,Resort Hotel,0,0.025174959896433556,0,2016-07-29
AUS,24,0,Resort Hotel,0,0.025694072176224665,0,2016-07-29
PRT,24,0,Resort Hotel,1,0.5985133536906496,0,2016-07-29
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-07-29
PRT,162,0,Resort Hotel,1,0.5324029945611779,0,2016-07-29
CN,3,1,Resort Hotel,0,0.0021986066036993684,0,2016-07-29
PRT,284,1,Resort Hotel,0,0.01436384003517171,0,2016-07-29
PRT,187,0,Resort Hotel,0,0.4532357020042472,0,2016-07-29
ESP,11,0,Resort Hotel,0,0.0972160901028098,0,2016-07-29
PRT,2,0,Resort Hotel,1,0.6444032368520228,0,2016-07-29
BEL,75,0,City Hotel,0,0.08706345563154971,0,2016-07-29
BEL,75,0,City Hotel,0,0.08706345563154971,0,2016-07-29
NLD,37,0,Resort Hotel,0,0.04646649095847719,0,2016-07-29
GBR,53,0,Resort Hotel,0,0.06734072155638035,0,2016-07-29
DEU,198,0,City Hotel,0,0.02361643549576232,0,2016-07-29
FRA,110,0,City Hotel,0,0.18937229866791463,0,2016-07-29
SWE,182,0,City Hotel,0,0.032245288792795194,0,2016-07-29
FRA,169,1,City Hotel,0,0.0036424856631779782,0,2016-07-29
ITA,145,0,City Hotel,0,0.0772552086206244,0,2016-07-29
ITA,145,0,City Hotel,0,0.0772552086206244,0,2016-07-29
PRT,2,0,Resort Hotel,1,0.6444032368520228,0,2016-07-29
AUT,189,0,City Hotel,0,0.0075347627132327415,0,2016-07-29
AUT,189,0,City Hotel,0,0.0075347627132327415,0,2016-07-29
FRA,153,0,City Hotel,0,0.14665961389155507,0,2016-07-29
FRA,153,0,City Hotel,0,0.14665961389155507,0,2016-07-29
AUT,189,0,City Hotel,0,0.0075347627132327415,0,2016-07-29
NLD,170,0,City Hotel,0,0.018635069693747557,0,2016-07-29
ROU,161,0,City Hotel,0,0.014092974506295606,0,2016-07-29
AUT,189,0,City Hotel,0,0.0075347627132327415,0,2016-07-29
ESP,188,0,City Hotel,0,0.02361643549576232,0,2016-07-29
ESP,181,0,City Hotel,0,0.02361643549576232,0,2016-07-29
ESP,188,1,City Hotel,0,0.001382710545716788,0,2016-07-29
CHE,20,0,City Hotel,0,0.3225273873812607,0,2016-07-29
ESP,108,0,City Hotel,0,0.052541715557134015,0,2016-07-29
DEU,0,0,City Hotel,0,0.20950825009107177,0,2016-07-29
PRT,165,0,City Hotel,0,0.4671795260045603,1,2016-07-30
ESP,16,0,City Hotel,0,0.13560325690239586,0,2016-07-30
USA,0,0,Resort Hotel,0,0.11062530389184616,0,2016-07-30
CN,165,0,City Hotel,0,0.0075347627132327415,0,2016-07-30
CN,165,0,City Hotel,0,0.0075347627132327415,0,2016-07-30
NLD,161,0,City Hotel,0,0.03103502200222029,0,2016-07-30
GBR,127,0,City Hotel,0,0.10195031435959266,0,2016-07-30
PRT,0,1,Resort Hotel,0,0.007123345744162655,0,2016-07-30
PRT,105,0,City Hotel,1,0.6980161011992432,0,2016-07-30
BEL,146,0,City Hotel,0,0.03607337324857357,0,2016-07-30
AUT,192,1,City Hotel,0,0.0007973544669076588,0,2016-07-30
PRT,152,0,Resort Hotel,1,0.5324029945611779,0,2016-07-30
PRT,152,0,Resort Hotel,1,0.5324029945611779,0,2016-07-30
AUT,168,0,City Hotel,0,0.0075347627132327415,0,2016-07-30
GBR,196,0,City Hotel,0,0.0709287698255948,0,2016-07-30
BEL,150,0,City Hotel,0,0.03607337324857357,0,2016-07-30
GBR,8,0,City Hotel,0,0.2606740608812867,0,2016-07-30
PRT,140,0,Resort Hotel,1,0.5009440970575589,0,2016-07-30
PRT,153,1,Resort Hotel,0,0.005675324331303668,0,2016-07-30
PRT,153,0,Resort Hotel,1,0.5324029945611779,0,2016-07-30
DEU,180,0,City Hotel,0,0.02361643549576232,0,2016-07-30
FRA,137,0,City Hotel,0,0.13157986062002142,0,2016-07-30
CN,123,0,City Hotel,0,0.011163326560611775,0,2016-07-30
PRT,178,0,Resort Hotel,0,0.4532357020042472,0,2016-07-30
PRT,180,0,Resort Hotel,0,0.4532357020042472,0,2016-07-30
GBR,207,0,Resort Hotel,0,0.025174959896433556,0,2016-07-30
DEU,257,0,City Hotel,0,0.010658793890194567,0,2016-07-30
ITA,119,0,City Hotel,0,0.13331431587309003,0,2016-07-30
ESP,160,0,City Hotel,0,0.03919863898531555,0,2016-07-30
FRA,177,0,City Hotel,0,0.0924709429468493,0,2016-07-30
CN,84,1,City Hotel,0,0.0021170328561106065,0,2016-07-30
FRA,123,0,City Hotel,0,0.13157986062002142,0,2016-07-30
IRL,94,0,Resort Hotel,0,0.022206294578108514,0,2016-07-30
PRT,34,1,Resort Hotel,0,0.005692483749685758,0,2016-07-30
FRA,161,0,City Hotel,0,0.14665961389155507,0,2016-07-30
PRT,180,0,Resort Hotel,0,0.4532357020042472,0,2016-07-30
GBR,196,1,City Hotel,0,0.0040573247464544895,0,2016-07-30
AUT,193,0,City Hotel,0,0.0075347627132327415,0,2016-07-30
DEU,101,0,City Hotel,0,0.052541715557134015,0,2016-07-30
NOR,55,1,Resort Hotel,0,0.0017599035712091851,0,2016-07-30
CHE,218,0,Resort Hotel,0,0.08328924140894246,0,2016-07-30
PRT,52,0,City Hotel,1,0.6810845009031028,0,2016-07-30
PRT,59,0,Resort Hotel,1,0.581851262287124,0,2016-07-30
AUT,52,0,City Hotel,0,0.04537693205207188,0,2016-07-30
FRA,140,0,City Hotel,0,0.13157986062002142,0,2016-07-30
NLD,161,0,City Hotel,0,0.03103502200222029,0,2016-07-30
FRA,140,0,City Hotel,0,0.13157986062002142,0,2016-07-30
GBR,54,0,Resort Hotel,0,0.06734072155638035,0,2016-07-30
FRA,174,0,City Hotel,0,0.0924709429468493,0,2016-07-30
ESP,103,0,Resort Hotel,0,0.030056540420575904,0,2016-07-30
ESP,103,0,Resort Hotel,0,0.030056540420575904,0,2016-07-30
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-07-30
CN,171,0,Resort Hotel,0,0.004489282617869212,0,2016-07-30
CN,179,0,Resort Hotel,0,0.004489282617869212,0,2016-07-30
CN,179,0,Resort Hotel,0,0.004489282617869212,0,2016-07-30
CN,159,0,Resort Hotel,0,0.005214810852101488,0,2016-07-30
CN,163,0,Resort Hotel,0,0.005214810852101488,0,2016-07-30
CN,163,0,Resort Hotel,0,0.005214810852101488,0,2016-07-30
PRT,52,0,City Hotel,1,0.6810845009031028,0,2016-07-30
FRA,125,1,City Hotel,0,0.004654713551913617,0,2016-07-30
CN,163,0,Resort Hotel,0,0.005214810852101488,0,2016-07-30
PRT,167,0,Resort Hotel,0,0.4532357020042472,0,2016-07-30
PRT,187,0,Resort Hotel,0,0.4532357020042472,0,2016-07-30
FRA,125,0,City Hotel,0,0.13157986062002142,0,2016-07-30
CN,187,0,Resort Hotel,0,0.004489282617869212,0,2016-07-30
CN,185,0,Resort Hotel,0,0.004489282617869212,0,2016-07-30
AUT,193,0,City Hotel,0,0.0075347627132327415,0,2016-07-30
PRT,1,0,City Hotel,1,0.8422956635560859,0,2016-07-30
FRA,198,0,City Hotel,0,0.0924709429468493,0,2016-07-30
FRA,41,0,City Hotel,0,0.27506021935924946,0,2016-07-30
FRA,41,1,City Hotel,0,0.009520010029645861,0,2016-07-30
CN,84,0,City Hotel,0,0.02779298638747632,0,2016-07-30
NLD,149,0,City Hotel,0,0.03103502200222029,0,2016-07-30
DEU,2,0,Resort Hotel,0,0.10296151363396508,0,2016-07-30
ESP,12,0,Resort Hotel,0,0.0842528573625963,0,2016-07-30
GBR,274,0,City Hotel,0,0.04134429044409885,0,2016-07-30
GBR,274,0,City Hotel,0,0.04134429044409885,0,2016-07-30
CHE,123,0,Resort Hotel,0,0.0725387603772279,0,2016-07-30
GBR,184,0,Resort Hotel,0,0.025174959896433556,0,2016-07-30
PRT,147,1,Resort Hotel,0,0.005675324331303668,0,2016-07-30
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-07-30
IRL,0,0,Resort Hotel,0,0.09707310352362264,0,2016-07-30
PRT,170,0,Resort Hotel,0,0.4532357020042472,0,2016-07-30
PRT,191,0,Resort Hotel,0,0.4532357020042472,0,2016-07-30
BEL,131,0,City Hotel,0,0.03193867865917044,0,2016-07-31
ITA,83,0,City Hotel,0,0.17583751569025494,0,2016-07-31
ITA,83,0,City Hotel,0,0.17583751569025494,0,2016-07-31
ESP,141,0,City Hotel,0,0.03471863166360978,0,2016-07-31
NOR,159,0,City Hotel,0,0.015338026660849264,0,2016-07-31
FRA,172,0,City Hotel,0,0.0924709429468493,0,2016-07-31
FRA,112,1,City Hotel,0,0.0057305450804522136,0,2016-07-31
NLD,112,0,City Hotel,0,0.04171989640096711,0,2016-07-31
ITA,83,0,City Hotel,0,0.17583751569025494,0,2016-07-31
NOR,159,0,City Hotel,0,0.015338026660849264,0,2016-07-31
DEU,13,0,City Hotel,0,0.13560325690239586,0,2016-07-31
USA,0,0,City Hotel,0,0.309826201152574,1,2016-07-31
BEL,148,0,City Hotel,0,0.03607337324857357,1,2016-07-31
ESP,146,0,City Hotel,0,0.03919863898531555,1,2016-07-31
NLD,224,0,City Hotel,0,0.022106689979889932,0,2016-07-31
JPN,4,0,City Hotel,0,0.08788698912268554,0,2016-07-31
NLD,224,0,City Hotel,0,0.022106689979889932,0,2016-07-31
FRA,83,0,Resort Hotel,0,0.08958117327309298,0,2016-07-31
PRT,131,0,City Hotel,1,0.6063890875622843,0,2016-07-31
PRT,10,0,Resort Hotel,1,0.6100773219243502,0,2016-07-31
PRT,152,0,Resort Hotel,1,0.5324029945611779,0,2016-07-31
ESP,134,0,City Hotel,0,0.03471863166360978,0,2016-07-31
ESP,118,0,City Hotel,0,0.06972936181339276,0,2016-07-31
FRA,176,0,City Hotel,0,0.0924709429468493,0,2016-07-31
PRT,126,1,City Hotel,0,0.007043318142004141,0,2016-07-31
DEU,196,0,Resort Hotel,0,0.017727821655116806,0,2016-07-31
ITA,117,1,Resort Hotel,0,0.001489487894025389,0,2016-07-31
PRT,42,0,Resort Hotel,1,0.581851262287124,0,2016-07-31
PRT,6,1,Resort Hotel,0,0.0061562449796288,0,2016-07-31
IRL,203,0,Resort Hotel,0,0.014169228808458242,0,2016-07-31
PRT,180,0,Resort Hotel,0,0.4532357020042472,0,2016-07-31
PRT,111,1,Resort Hotel,0,0.005998674557636289,0,2016-07-31
PRT,214,0,Resort Hotel,0,0.4966933761957838,0,2016-07-31
PRT,174,0,Resort Hotel,0,0.4532357020042472,0,2016-07-31
PRT,145,0,Resort Hotel,1,0.5324029945611779,0,2016-07-31
ROU,180,0,Resort Hotel,0,0.005008633546888161,0,2016-07-31
PRT,177,0,Resort Hotel,0,0.4532357020042472,0,2016-07-31
FRA,178,1,City Hotel,0,0.0036424856631779782,0,2016-07-31
PRT,180,0,Resort Hotel,0,0.4532357020042472,0,2016-07-31
PRT,30,0,Resort Hotel,1,0.5985133536906496,0,2016-07-31
PRT,180,2,Resort Hotel,0,0.004807320525869452,0,2016-07-31
CHE,126,1,Resort Hotel,0,0.0022335281387234505,0,2016-07-31
ESP,8,0,Resort Hotel,0,0.0972160901028098,0,2016-07-31
FRA,166,0,Resort Hotel,0,0.046974534850232987,0,2016-07-31
PRT,1,0,Resort Hotel,1,0.7456242794489204,0,2016-07-31
PRT,33,1,Resort Hotel,0,0.005692483749685758,0,2016-07-31
ESP,0,1,Resort Hotel,0,0.0076441791749116555,0,2016-07-31
PRT,237,0,Resort Hotel,0,0.1741752148731526,0,2016-07-31
PRT,96,0,Resort Hotel,1,0.6009646039954705,0,2016-07-31
USA,0,1,Resort Hotel,0,0.0028194867137755738,0,2016-07-31
PRT,174,0,Resort Hotel,0,0.4532357020042472,0,2016-07-31
CN,151,0,Resort Hotel,0,0.005214810852101488,0,2016-07-31
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-07-31
QAT,17,0,Resort Hotel,0,0.09840801710736646,0,2016-07-31
CN,151,0,Resort Hotel,0,0.005214810852101488,0,2016-07-31
DEU,0,1,Resort Hotel,0,0.0047390413958435474,0,2016-07-31
PRT,4,1,Resort Hotel,0,0.00624326854610895,0,2016-07-31
PRT,112,0,Resort Hotel,1,0.6009646039954705,0,2016-07-31
ESP,103,1,City Hotel,0,0.002178183053288161,0,2016-07-31
ESP,13,0,Resort Hotel,0,0.08059571331767551,0,2016-07-31
PRT,180,0,Resort Hotel,0,0.4532357020042472,0,2016-07-31
CN,151,0,Resort Hotel,0,0.005214810852101488,0,2016-07-31
PRT,199,0,Resort Hotel,0,0.4532357020042472,1,2016-07-31
ROU,180,0,Resort Hotel,0,0.005008633546888161,0,2016-07-31
FRA,97,1,Resort Hotel,0,0.002087676268428307,0,2016-07-31
POL,194,0,Resort Hotel,0,0.013896144518852658,0,2016-07-31
POL,194,0,Resort Hotel,0,0.013896144518852658,0,2016-07-31
PRT,285,0,Resort Hotel,0,0.2565119422464943,0,2016-07-31
LUX,285,0,Resort Hotel,0,0.10137617519290357,0,2016-07-31
POL,194,0,Resort Hotel,0,0.013896144518852658,0,2016-07-31
FRA,97,0,Resort Hotel,0,0.07225557357968973,0,2016-07-31
PRT,235,1,Resort Hotel,0,0.001340664499588824,0,2016-07-31
IRL,207,0,Resort Hotel,0,0.014169228808458242,0,2016-07-31
IRL,207,0,Resort Hotel,0,0.014169228808458242,0,2016-07-31
GBR,146,0,Resort Hotel,0,0.029145694938298283,0,2016-07-31
GBR,151,0,Resort Hotel,0,0.029145694938298283,0,2016-07-31
LTU,233,0,Resort Hotel,0,0.030012438567958197,0,2016-07-31
ITA,122,0,City Hotel,0,0.06873688800420928,0,2016-07-31
FRA,83,0,Resort Hotel,0,0.08958117327309298,0,2016-07-31
PRT,174,0,Resort Hotel,0,0.4532357020042472,0,2016-07-31
FRA,83,0,Resort Hotel,0,0.08958117327309298,0,2016-07-31
GBR,200,0,Resort Hotel,0,0.025174959896433556,0,2016-07-31
JPN,91,0,City Hotel,0,0.02222509680773361,0,2016-07-31
PRT,265,0,Resort Hotel,0,0.1741752148731526,0,2016-07-31
POL,163,0,Resort Hotel,0,0.01611733442674605,0,2016-07-31
GBR,200,0,Resort Hotel,0,0.025174959896433556,0,2016-07-31
PRT,87,0,City Hotel,1,0.7292130295152582,0,2016-07-31
PRT,42,0,Resort Hotel,1,0.581851262287124,0,2016-07-31
DEU,122,0,City Hotel,0,0.03471863166360978,0,2016-07-31
ISR,3,0,City Hotel,0,0.2822192240661198,0,2016-07-31
BEL,68,1,City Hotel,0,0.004724601296145456,0,2016-07-31
AUT,165,0,City Hotel,0,0.0075347627132327415,0,2016-07-31
ISR,3,0,City Hotel,0,0.2822192240661198,0,2016-07-31
ESP,12,0,City Hotel,0,0.14137264021674306,0,2016-07-31
NOR,145,0,City Hotel,0,0.015338026660849264,0,2016-07-31
PRT,131,0,City Hotel,1,0.6063890875622843,0,2016-07-31
FRA,23,0,City Hotel,0,0.2779955930516886,0,2016-07-31
BEL,170,0,City Hotel,0,0.021705456271351797,0,2016-07-31
BEL,170,0,City Hotel,0,0.021705456271351797,0,2016-07-31
ISR,118,0,City Hotel,0,0.138532583664119,0,2016-07-31
BEL,155,0,City Hotel,0,0.03607337324857357,0,2016-07-31
PRT,131,0,City Hotel,1,0.6063890875622843,0,2016-07-31
NLD,197,0,City Hotel,0,0.018635069693747557,0,2016-07-31
ESP,12,1,City Hotel,0,0.0063627704821998315,0,2016-07-31
ESP,92,1,City Hotel,0,0.002178183053288161,0,2016-07-31
PRT,196,0,City Hotel,0,0.4671795260045603,0,2016-07-31
POL,136,0,City Hotel,0,0.03471863166360978,0,2016-07-31
GBR,208,0,Resort Hotel,0,0.029827898162342666,0,2016-07-31
FRA,110,1,City Hotel,0,0.0057305450804522136,0,2016-07-31
PRT,191,0,City Hotel,0,0.4671795260045603,0,2016-07-31
DEU,123,0,City Hotel,0,0.03471863166360978,0,2016-07-31
BEL,0,0,City Hotel,0,0.20910530491522825,0,2016-07-31
NLD,1,0,City Hotel,0,0.38721885372814546,0,2016-07-31
NLD,1,1,City Hotel,0,0.028056413281744127,0,2016-07-31
HUN,22,1,City Hotel,0,0.005559874105469919,0,2016-07-31
CHE,124,0,City Hotel,0,0.13663072374606772,0,2016-07-31
ESP,14,0,City Hotel,0,0.13560325690239586,0,2016-07-31
CHE,124,0,City Hotel,0,0.13663072374606772,0,2016-07-31
ESP,1,0,City Hotel,0,0.42562540493648404,0,2016-07-31
NLD,197,0,City Hotel,0,0.018635069693747557,0,2016-07-31
GBR,84,0,City Hotel,0,0.19413911771134174,0,2016-07-31
ITA,196,0,City Hotel,0,0.04728938657490366,0,2016-07-31
PRT,152,0,City Hotel,1,0.6360304992948599,0,2016-07-31
IRL,67,0,City Hotel,0,0.09536867880258122,0,2016-07-31
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-07-31
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-07-31
NLD,16,0,City Hotel,0,0.10965353479884406,0,2016-07-31
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-07-31
NLD,16,1,City Hotel,0,0.006165750017741487,0,2016-07-31
LUX,196,0,City Hotel,0,0.22372109343955646,0,2016-07-31
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-07-31
NLD,2,0,City Hotel,0,0.1792049777063953,0,2016-07-31
FRA,110,0,City Hotel,0,0.18937229866791463,0,2016-07-31
DMA,124,0,City Hotel,0,0.07182144140519657,0,2016-07-31
FRA,153,0,City Hotel,0,0.14665961389155507,0,2016-07-31
PRT,1,1,City Hotel,0,0.017716829303227107,0,2016-07-31
FRA,3,0,City Hotel,0,0.3237537396614964,0,2016-07-31
GBR,188,0,City Hotel,0,0.0709287698255948,0,2016-07-31
FRA,110,1,City Hotel,0,0.0057305450804522136,0,2016-07-31
PRT,196,0,City Hotel,0,0.4671795260045603,0,2016-07-31
FRA,22,1,City Hotel,0,0.009520010029645861,0,2016-07-31
DEU,196,1,City Hotel,0,0.001382710545716788,0,2016-07-31
ESP,35,0,City Hotel,0,0.13389259009391052,0,2016-07-31
PRT,163,0,City Hotel,1,0.6360304992948599,0,2016-07-31
PRT,163,0,City Hotel,1,0.6360304992948599,0,2016-07-31
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-07-31
FRA,97,0,City Hotel,0,0.18937229866791463,0,2016-07-31
PRT,4,0,City Hotel,1,0.7294953430180765,0,2016-07-31
IRL,274,0,Resort Hotel,0,0.006361220564844906,0,2016-08-01
FRA,23,0,City Hotel,0,0.2779955930516886,0,2016-08-01
GBR,180,0,Resort Hotel,0,0.025174959896433556,0,2016-08-01
GBR,200,0,Resort Hotel,0,0.025174959896433556,0,2016-08-01
FRA,118,0,City Hotel,0,0.23998302688327233,0,2016-08-01
GBR,96,0,City Hotel,0,0.1455385614544664,0,2016-08-01
PRT,103,0,City Hotel,1,0.6980161011992432,0,2016-08-01
CN,108,0,City Hotel,0,0.01676562019625516,0,2016-08-01
FRA,159,0,City Hotel,0,0.14665961389155507,0,2016-08-01
FRA,159,0,City Hotel,0,0.14665961389155507,0,2016-08-01
NLD,206,1,City Hotel,0,0.0013729554108749804,0,2016-08-01
